,userId,movieId,title,tag,tagSentiment
289,474,6422,Shenandoah,Civil War,5.455
290,474,1035,The Sound of Music,Rogers and Hammerstein,4.93
291,474,8796,A Funny Thing Happened on the Way to the Forum,Rome,4.913333333333333
292,474,8033,How to Steal a Million,In Netflix queue,4.979
293,474,1084,Bonnie and Clyde,1920s,5.04
294,474,1084,Bonnie and Clyde,gangsters,4.947692307692307
295,474,7714,Camelot,King Arthur,4.996
296,474,1276,Cool Hand Luke,prison,5.096666666666667
297,474,1247,The Graduate,Simon and Garfunkel,4.997391304347826
298,474,3451,Guess Who's Coming to Dinner,Hepburn and Tracy,4.915789473684211
299,474,3451,Guess Who's Coming to Dinner,interracial marriage,5.139607843137255
300,474,3451,Guess Who's Coming to Dinner,prejudice,4.965454545454546
301,474,3451,Guess Who's Coming to Dinner,racism,5.123333333333334
302,474,6852,In Cold Blood,black and white,5.030666666666667
303,474,6852,In Cold Blood,Capote,4.964
304,474,6852,In Cold Blood,crime,5.036
305,474,6852,In Cold Blood,death penalty,4.908888888888889
306,474,6852,In Cold Blood,murder,4.8925
307,474,1950,In the Heat of the Night,racism,5.123333333333334
308,474,3028,The Taming of the Shrew,Shakespeare,4.895555555555556
309,474,6639,Wait Until Dark,blindness,4.993846153846154
310,474,968,Night of the Living Dead,zombies,5.088571428571428
311,474,3507,The Odd Couple,In Netflix queue,4.979
312,474,2529,Planet of the Apes,twist ending,5.094117647058823
313,424,2160,Rosemary's Baby,Atmospheric,4.9879999999999995
314,424,2160,Rosemary's Baby,creepy,4.737500000000001
315,424,2160,Rosemary's Baby,paranoia,5.192857142857143
316,424,2160,Rosemary's Baby,scary,4.848
317,424,2160,Rosemary's Baby,suspense,4.977500000000001
318,474,2160,Rosemary's Baby,demons,4.886666666666666
319,474,1304,Butch Cassidy and the Sundance Kid,crime,5.036
320,474,6732,"Hello, Dolly!",matchmaker,5.002857142857144
321,474,1952,Midnight Cowboy,prostitution,5.104545454545454
322,474,6245,Sweet Charity,prostitution,5.104545454545454
323,474,3011,"They Shoot Horses, Don't They?",dance marathon,5.0009523809523815
324,474,616,The Aristocats,Disney,4.996
325,474,4296,Love Story,death,4.864
326,474,1272,Patton,World War II,4.915
327,474,26242,Duel,In Netflix queue,4.979
328,474,4857,Fiddler on the Roof,Judaism,5.249999999999999
329,474,4857,Fiddler on the Roof,Tradition!,5.304
330,474,1953,The French Connection,drugs,5.0
331,474,1953,The French Connection,police,5.1066666666666665
332,474,1235,Harold and Maude,May-December romance,4.8261111111111115
333,474,3152,The Last Picture Show,black-and-white,5.030666666666667
334,474,5353,Butterflies Are Free,blind,5.116
335,474,1082,The Candidate,politics,5.356
336,474,2871,Deliverance,river,4.917142857142857
337,474,858,The Godfather,Mafia,5.253333333333333
338,474,1997,The Exorcist,demons,4.886666666666666
339,474,6724,Paper Moon,In Netflix queue,4.979
340,474,3735,Serpico,police,5.1066666666666665
341,474,1234,The Sting,The Entertainer,4.841666666666667
342,474,31923,The Three Musketeers,In Netflix queue,4.979
343,474,8838,Alice Doesn't Live Here Anymore,In Netflix queue,4.979
344,567,3671,Blazing Saddles,dark humor,4.947272727272727
345,567,3671,Blazing Saddles,easygoing,4.994545454545456
346,567,3671,Blazing Saddles,silly,5.222857142857143
347,474,1252,Chinatown,incest,5.006666666666667
348,474,3730,The Conversation,spying,5.043333333333333
349,474,7792,The Parallax View,In Netflix queue,4.979
350,474,3384,The Taking of Pelham One Two Three,subway,4.996666666666667
351,474,7071,A Woman Under the Influence,In Netflix queue,4.979
352,474,1278,Young Frankenstein,spoof,4.9399999999999995
353,474,1387,Jaws,Shark,4.955
354,474,1303,The Man Who Would Be King,India,5.175
355,424,1193,One Flew Over the Cuckoo's Nest,emotional,5.065454545454545
356,424,1193,One Flew Over the Cuckoo's Nest,jack nicholson,4.960000000000001
357,474,1193,One Flew Over the Cuckoo's Nest,mental illness,5.0760000000000005
358,474,6787,All the President's Men,journalism,5.1659999999999995
359,474,6787,All the President's Men,Watergate,4.922857142857142
360,513,6787,All the President's Men,Deep Throat,4.856
361,474,5139,The Bad News Bears,baseball,5.085714285714286
362,474,1345,Carrie,high school,4.9399999999999995
363,474,1345,Carrie,prom,4.965
364,474,1345,Carrie,Stephen King,4.901538461538461
365,474,3504,Network,journalism,5.1659999999999995
366,474,1350,The Omen,demons,4.886666666666666
367,474,1954,Rocky,boxing,5.066666666666667
368,474,1954,Rocky,sports,4.9750000000000005
369,474,111,Taxi Driver,assassination,5.158857142857143
370,474,1230,Annie Hall,New York,4.864
371,474,3676,Eraserhead,In Netflix queue,4.979
372,567,3676,Eraserhead,art house,4.9875
373,567,3676,Eraserhead,Atmospheric,4.9879999999999995
374,567,3676,Eraserhead,creepy,4.737500000000001
375,567,3676,Eraserhead,cryptic,4.875555555555555
376,567,3676,Eraserhead,dark,4.9350000000000005
377,567,3676,Eraserhead,disturbing,5.265000000000001
378,567,3676,Eraserhead,dreamlike,4.989090909090909
379,567,3676,Eraserhead,enigmatic,5.2727272727272725
380,567,3676,Eraserhead,fucked up,5.092
381,567,3676,Eraserhead,gruesome,4.917999999999999
382,567,3676,Eraserhead,hallucinatory,5.1117647058823525
383,567,3676,Eraserhead,Insane,4.897142857142858
384,567,3676,Eraserhead,paranoid,5.122
385,567,3676,Eraserhead,strange,4.911428571428572
386,567,3676,Eraserhead,surreal,4.9911111111111115
387,567,3676,Eraserhead,weird,5.0
388,474,3724,Coming Home,Vietnam,5.1
389,474,1263,The Deer Hunter,Vietnam,5.1
390,474,1380,Grease,high school,4.9399999999999995
391,474,4316,Ice Castles,figure skating,5.178823529411765
392,474,2116,The Lord of the Rings,Tolkein,5.116666666666666
393,573,2116,The Lord of the Rings,classic,5.036363636363636
394,474,3498,Midnight Express,In Netflix queue,4.979
395,474,2640,Superman,superhero,4.875384615384616
396,474,1214,Alien,aliens,5.170000000000001
397,474,3420,...And Justice for All,lawyers,4.914285714285714
398,474,1208,Apocalypse Now,Vietnam,5.1
399,474,1292,Being There,television,5.154285714285714
400,474,6170,The Black Stallion,horses,4.9275
401,474,3135,The Great Santini,fatherhood,4.855714285714285
402,474,1955,Kramer vs. Kramer,divorce,4.922857142857143
403,474,1244,Manhattan,black and white,5.030666666666667
404,474,4292,Norma Rae,Union,5.026666666666667
405,474,2791,Airplane!,aviation,5.326666666666667
406,474,2791,Airplane!,spoof,4.9399999999999995
407,474,2313,The Elephant Man,freaks,4.903333333333333
408,474,1135,Private Benjamin,military,5.336
409,474,1228,Raging Bull,boxing,5.066666666666667
410,424,1258,The Shining,atmospheric,5.010909090909091
411,424,1258,The Shining,disturbing,5.265000000000001
412,424,1258,The Shining,Horror,4.835384615384616
413,424,1258,The Shining,jack nicholson,4.960000000000001
414,424,1258,The Shining,masterpiece,4.889411764705882
415,424,1258,The Shining,psychological,5.012631578947369
416,424,1258,The Shining,Stanley Kubrick,5.011666666666667
417,424,1258,The Shining,suspense,4.977500000000001
418,474,1258,The Shining,Stephen King,4.901538461538461
419,474,2641,Superman II,superhero,4.875384615384616
420,474,4396,The Cannonball Run,race,4.859999999999999
421,474,5721,The Chosen,In Netflix queue,4.979
422,474,5721,The Chosen,Judaism,5.249999999999999
423,474,4105,The Evil Dead,zombies,5.088571428571428
424,474,2872,Excalibur,England,4.9325
425,474,2872,Excalibur,King Arthur,4.996
426,474,1033,The Fox and the Hound,Disney,4.996
427,474,1975,Friday the 13th Part 2,Jason,5.015000000000001
428,474,1983,Halloween II,halloween,4.975384615384616
429,474,1124,On Golden Pond,aging,5.105714285714286
430,424,1198,Raiders of the Lost Ark,adventure,4.859999999999999
431,424,1198,Raiders of the Lost Ark,archaeology,4.966666666666667
432,424,1198,Raiders of the Lost Ark,indiana jones,5.113636363636363
433,424,1198,Raiders of the Lost Ark,Steven Spielberg,4.8264
434,424,1198,Raiders of the Lost Ark,treasure hunt,4.9670000000000005
435,474,1198,Raiders of the Lost Ark,archaeology,4.966666666666667
436,474,1198,Raiders of the Lost Ark,ark of the covenant,4.88076923076923
437,474,1198,Raiders of the Lost Ark,indiana jones,5.113636363636363
438,474,1663,Stripes,military,5.336
439,424,541,Blade Runner,sci-fi,5.437142857142858
440,474,541,Blade Runner,robots,4.9175
441,477,541,Blade Runner,androids,4.964
442,477,541,Blade Runner,artificial intelligence,5.3348387096774195
443,477,541,Blade Runner,atmospheric,5.010909090909091
444,477,541,Blade Runner,cyberpunk,4.88
445,477,541,Blade Runner,future,5.1325
446,477,541,Blade Runner,mindfuck,5.047499999999999
447,477,541,Blade Runner,Philip K. Dick,5.579999999999999
448,567,541,Blade Runner,atmospheric,5.010909090909091
449,567,541,Blade Runner,dreamlike,4.989090909090909
450,567,541,Blade Runner,existentialism,5.269230769230769
451,567,541,Blade Runner,philosophical,5.176521739130435
452,474,3210,Fast Times at Ridgemont High,high school,4.9399999999999995
453,474,1293,Gandhi,India,5.175
454,474,1381,Grease 2,high school,4.9399999999999995
455,474,1984,Halloween III: Season of the Witch,halloween,4.975384615384616
456,474,6090,Kiss Me Goodbye,ghosts,4.9625
457,474,6101,Missing,Chile,5.18
458,474,6101,Missing,politics,5.356
459,474,6101,Missing,South America,5.054
460,474,921,My Favorite Year,television,5.154285714285714
461,474,1994,Poltergeist,ghosts,4.9625
462,474,2410,Rocky III,boxing,5.066666666666667
463,474,2139,The Secret of NIMH,mice,5.1
464,474,1096,Sophie's Choice,Holocaust,5.046
465,474,1374,Star Trek II: The Wrath of Khan,Captain Kirk,5.318461538461539
466,474,4361,Tootsie,men in drag,4.969090909090909
467,474,2517,Christine,Stephen King,4.901538461538461
468,474,2804,A Christmas Story,Christmas,5.08
469,474,2121,Cujo,Stephen King,4.901538461538461
470,474,2118,The Dead Zone,Stephen King,4.901538461538461
471,474,4204,Losin' It,virginity,5.453333333333333
472,474,2114,The Outsiders,S.E. Hinton,5.0
473,474,1231,The Right Stuff,NASA,
474,474,1231,The Right Stuff,space,4.952
475,474,2915,Risky Business,prostitution,5.104545454545454
476,424,4262,Scarface,Al Pacino,5.153333333333333
477,474,4809,Silkwood,Nuclear disaster,5.004545454545454
478,474,4809,Silkwood,union,5.097142857142857
479,474,2097,Something Wicked This Way Comes,carnival,5.112
480,474,2097,Something Wicked This Way Comes,Ray Bradbury,4.872
481,606,5694,Staying Alive,70mm,5.06
482,474,2642,Superman III,superhero,4.875384615384616
483,474,2070,Tender Mercies,music,5.248
484,474,3039,Trading Places,class,5.054285714285714
485,520,3039,Trading Places,Dan Aykroyd,4.744
486,474,6979,WarGames,Cold War,4.996
487,474,5012,Yentl,cross dressing,4.982962962962964
488,474,5012,Yentl,Judaism,5.249999999999999
489,474,7934,Zelig,psychology,4.827142857142857
490,474,1225,Amadeus,Mozart,4.9799999999999995
491,474,1225,Amadeus,Salieri,5.4625
492,474,3683,Blood Simple,Coen Brothers,4.83375
493,474,7983,Broadway Danny Rose,show business,5.045
494,474,2122,Children of the Corn,Stephen King,4.901538461538461
495,474,2716,Ghostbusters,ghosts,4.9625
496,474,2115,Indiana Jones and the Temple of Doom,archaeology,4.966666666666667
497,474,2420,The Karate Kid,martial arts,5.092380952380952
498,474,3098,The Natural,baseball,5.085714285714286
499,474,3098,The Natural,sports,4.9750000000000005
500,474,7087,A Passage to India,E.M. Forster,4.835
501,474,3111,Places in the Heart,racism,5.123333333333334
502,474,8266,Purple Rain,Prince,4.9879999999999995
503,474,4214,Revenge of the Nerds,college,4.963636363636364
504,474,2100,Splash,mermaid,5.068888888888889
505,474,3877,Supergirl,superhero,4.875384615384616
506,424,1240,The Terminator,Action,5.048
507,424,1240,The Terminator,artificial intelligence,5.3348387096774195
508,424,1240,The Terminator,robots,4.9175
